episode,loss_nowcast,loss_lagged,reduction_pct
GFC,648.7934465831705,648.805985324008,0.001932587109417205
COVID,1313.1252293212585,1313.1647593200632,0.0030102847737992914
Energy,1429.3539673022344,1429.3738198924832,0.0013889012078217443
