date,bdf_sentiment,bdf_momentum
2014-07-01,-0.06486500000000035,-0.11623290227923475
2014-08-01,-0.06563699999999954,-0.007656950299468356
2014-09-01,-0.05021600000000035,0.15295055773085287
2014-10-01,-0.03074500000000029,0.1931197918149018
2014-11-01,-0.019508000000000435,0.11145226750675447
2014-12-01,-0.01573400000000049,0.03743177516868298
2015-01-01,-0.0013519999999999754,0.142645413480664
2015-02-01,0.015680000000000405,0.16892898639984955
2015-03-01,0.029989999999999385,0.14193129376359914
2015-04-01,0.030339999999999635,0.003471415291215845
2015-05-01,0.02488000000000028,-0.05415407854292208
2015-06-01,0.02530000000000001,0.004165698349453377
2015-07-01,0.033440000000000226,0.0807352013442215
2015-08-01,0.039039999999999964,0.055542644659411236
2015-09-01,0.04266999999999967,0.03600353573458146
2015-10-01,0.04316000000000031,0.004859981407705002
2015-11-01,0.0409000000000006,-0.022415424451831957
2015-12-01,0.0613900000000001,0.20322656947702883
2016-01-01,0.09218999999999937,0.30548454562676886
2016-02-01,0.11230000000000047,0.1994576043037273
2016-03-01,0.1077299999999994,-0.04532676537385372
2016-04-01,0.08238999999999948,-0.25133046708384676
2016-05-01,0.04890000000000043,-0.33216485172209215
2016-06-01,0.021250000000000567,-0.27424180800585446
2016-07-01,0.007019999999999982,-0.14113782741133774
2016-08-01,0.010970000000000368,0.03917740114369752
2016-09-01,0.030349999999999967,0.19221722383918172
2016-10-01,0.04749000000000052,0.1700001659754257
2016-11-01,0.06204000000000036,0.1443116928204397
2016-12-01,0.08238999999999948,0.20183800336053967
2017-01-01,0.10601999999999948,0.2343701238039194
2017-02-01,0.12485999999999961,0.1868613259613151
2017-03-01,0.1343999999999994,0.0946208625090708
2017-04-01,0.14745999999999954,0.12953338200927697
2017-05-01,0.1555000000000007,0.0797433684038842
2017-06-01,0.15674999999999956,0.012397911754322168
2017-07-01,0.16021999999999964,0.034416603030030475
2017-08-01,0.17416000000000054,0.13826151188433558
2017-09-01,0.19399999999999978,0.19677965536477285
2017-10-01,0.19869000000000056,0.046516964902266957
2017-11-01,0.1996600000000001,0.00962077952135795
2017-12-01,0.21033000000000043,0.10582857473499382
2018-01-01,0.2210899999999995,0.10672122438129318
2018-02-01,0.21611000000000047,-0.04939328042925504
2018-03-01,0.20726999999999976,-0.0876780319266532
2018-04-01,0.20656000000000035,-0.0070420138764555554
2018-05-01,0.2004000000000005,-0.06109690912535377
2018-06-01,0.19346000000000033,-0.06883320606006095
2018-07-01,0.17348999999999962,-0.19806903818723814
2018-08-01,0.1474800000000002,-0.2579757477841646
2018-09-01,0.12382999999999952,-0.23456849039199532
2018-10-01,0.10571000000000055,-0.1797201287908075
2018-11-01,0.09742999999999995,-0.08212376746071066
2018-12-01,0.0865700000000004,-0.10771305732164459
2019-01-01,0.07622999999999962,-0.1025555260318539
2019-02-01,0.06328000000000031,-0.1284423657748876
2019-03-01,0.05729999999999933,-0.05931160983274096
2019-04-01,0.05391999999999939,-0.033523953383717026
2019-05-01,0.05981000000000023,0.05841896018642751
2019-06-01,0.04609999999999985,-0.13598029612153295
2019-07-01,0.0268100000000004,-0.19132457419286827
2019-08-01,0.017480000000000474,-0.09253801333434411
2019-09-01,0.011539999999999394,-0.058914876656603214
2019-10-01,0.011920000000000642,0.0037689651733297256
2019-11-01,0.01814999999999998,0.061791192183591304
2019-12-01,0.03281000000000063,0.14540270905482908
2020-01-01,0.046699999999999874,0.13776559541414576
2020-02-01,-0.005031999999999925,-0.5130950167001402
2020-03-01,-0.14672800000000025,-1.0
2020-04-01,-0.3139409999999998,-1.0
2020-05-01,-0.3080280000000002,0.058647081762695084
2020-06-01,-0.20667200000000036,1.0
2020-07-01,-0.10843399999999974,0.9743568439377733
2020-08-01,-0.04841299999999933,0.5953080491254822
2020-09-01,-0.043182000000000186,0.051882781109526085
2020-10-01,-0.06654900000000055,-0.23176160317081124
2020-11-01,-0.0874600000000001,-0.20740218615588882
2020-12-01,-0.07242700000000042,0.1491022459223125
2021-01-01,-0.04198800000000062,0.3019040287121225
2021-02-01,-0.0032099999999999794,0.38461297760764024
2021-03-01,0.04051000000000045,0.43362936151957077
2021-04-01,0.09879999999999996,0.5781394209280724
2021-05-01,0.15405999999999978,0.5480868828355712
2021-06-01,0.1925600000000003,0.38185568203347514
2021-07-01,0.2179299999999998,0.25162801696594655
2021-08-01,0.21274999999999977,-0.05137694630995786
2021-09-01,0.20076999999999998,-0.11882158625352966
2021-10-01,0.20571999999999946,0.049095730547155256
2021-11-01,0.2186000000000007,0.12774808271666416
2021-12-01,0.22704999999999984,0.08380988345928551
2022-01-01,0.2300600000000003,0.029854171504439354
2022-02-01,0.2191599999999994,-0.10810979049779643
2022-03-01,0.18226999999999977,-0.36588717169388507
2022-04-01,0.15250000000000058,-0.29526866634119725
2022-05-01,0.1383499999999998,-0.14034436105906226
2022-06-01,0.12775000000000034,-0.1051342916767422
2022-07-01,0.10559999999999974,-0.21969099628679462
2022-08-01,0.06612999999999972,-0.3914764615548331
2022-09-01,0.02985999999999933,-0.359737807463743
2022-10-01,0.0074299999999993815,-0.22246812851975883
2022-11-01,-0.005360000000000298,-0.12685543307033662
2022-12-01,-4.7999999999603915e-05,0.05268616579122229
