model,date,actual,predicted
XGBoost,2017-04-01,-3567.0,-3619.376220703125
XGBoost,2017-05-01,-3104.0,-1636.6058349609375
XGBoost,2017-06-01,-2233.0,-3413.362548828125
XGBoost,2017-07-01,-4892.0,-2681.193115234375
XGBoost,2017-08-01,-4666.0,-4063.28173828125
XGBoost,2017-09-01,-3363.0,-3887.7705078125
XGBoost,2017-10-01,-3914.0,-3775.097900390625
XGBoost,2017-11-01,-3381.0,-3891.065185546875
XGBoost,2017-12-01,1366.0,-2185.247802734375
XGBoost,2018-01-01,-6606.0,-5831.95556640625
XGBoost,2018-02-01,-7409.0,-3758.004150390625
XGBoost,2018-03-01,-4166.0,-3541.43359375
XGBoost,2018-04-01,-4358.0,-3720.457763671875
XGBoost,2018-05-01,-6508.0,-3710.832763671875
XGBoost,2018-06-01,-3110.0,-5027.560546875
XGBoost,2018-07-01,-1288.0,-4478.0263671875
XGBoost,2018-08-01,-6512.0,-3635.3525390625
XGBoost,2018-09-01,-4469.0,-3481.07275390625
XGBoost,2018-10-01,-3852.0,-3841.61474609375
XGBoost,2018-11-01,-2966.0,-4379.6220703125
XGBoost,2018-12-01,277.0,-1702.3505859375
XGBoost,2019-01-01,-5830.0,-6500.2587890625
XGBoost,2019-02-01,-5727.0,-5490.83642578125
XGBoost,2019-03-01,-5232.0,-4665.21142578125
XGBoost,2019-04-01,-4477.0,-4739.79443359375
XGBoost,2019-05-01,-2686.0,-4229.34228515625
XGBoost,2019-06-01,-3487.0,-4054.976806640625
XGBoost,2019-07-01,-2933.0,-1722.47119140625
XGBoost,2019-08-01,-5908.0,-5218.18896484375
XGBoost,2019-09-01,-5201.0,-4240.69775390625
XGBoost,2019-10-01,-2958.0,-4497.263671875
XGBoost,2019-11-01,-3441.0,-3920.98681640625
XGBoost,2019-12-01,844.0,-2426.04150390625
XGBoost,2020-01-01,-7405.0,-7165.17529296875
XGBoost,2020-02-01,-6367.0,-6827.25390625
XGBoost,2020-03-01,-2630.0,-4856.76318359375
XGBoost,2020-04-01,-3575.0,-3527.103759765625
XGBoost,2020-05-01,-9085.0,-2650.761474609375
XGBoost,2020-06-01,-8180.0,-3383.727294921875
XGBoost,2020-07-01,-4498.0,-3576.882568359375
XGBoost,2020-08-01,-5971.0,-4526.72216796875
XGBoost,2020-09-01,-6586.0,-4916.28173828125
XGBoost,2020-10-01,-3279.0,-4429.30029296875
XGBoost,2020-11-01,-1837.0,-3463.43701171875
XGBoost,2020-12-01,284.0,-1276.4130859375
XGBoost,2021-01-01,-5385.0,-4838.2548828125
XGBoost,2021-02-01,-4530.0,-5056.615234375
XGBoost,2021-03-01,-5975.0,-3920.818115234375
XGBoost,2021-04-01,-4588.0,-4250.75390625
XGBoost,2021-05-01,-5476.0,-5431.46630859375
XGBoost,2021-06-01,-3420.0,-5276.8310546875
XGBoost,2021-07-01,-4715.0,-4174.9248046875
XGBoost,2021-08-01,-6944.0,-4899.40087890625
XGBoost,2021-09-01,-6273.0,-5082.67822265625
XGBoost,2021-10-01,-5273.0,-4473.5390625
XGBoost,2021-11-01,-7861.0,-4988.65478515625
XGBoost,2021-12-01,-6978.0,-2549.6533203125
XGBoost,2022-01-01,-8065.0,-5746.98486328125
XGBoost,2022-02-01,-8386.0,-6417.11669921875
XGBoost,2022-03-01,-13215.0,-7056.64990234375
XGBoost,2022-04-01,-11968.0,-9410.1240234375
XGBoost,2022-05-01,-13955.0,-10988.4306640625
XGBoost,2022-06-01,-10781.0,-10844.9599609375
XGBoost,2022-07-01,-10791.0,-11630.3193359375
XGBoost,2022-08-01,-13594.0,-11681.8505859375
XGBoost,2022-09-01,-13231.0,-12611.462890625
XGBoost,2022-10-01,-9580.0,-11987.25390625
XGBoost,2022-11-01,-11053.0,-12432.220703125
XGBoost,2022-12-01,-10029.0,-12746.4091796875
LSTM,2014-01-01,-7028.0,-0.18521526455879211
LSTM,2014-02-01,-2506.0,-0.2827673554420471
LSTM,2014-03-01,-3014.0,-0.34276100993156433
LSTM,2014-04-01,-3587.0,-0.3339727520942688
LSTM,2014-05-01,-3616.0,-0.30823278427124023
LSTM,2014-06-01,-3689.0,-0.3004909157752991
LSTM,2014-07-01,-3798.0,-0.23590399324893951
LSTM,2014-08-01,-4441.0,-0.12222173064947128
LSTM,2014-09-01,-3553.0,-0.1249011978507042
LSTM,2014-10-01,-2749.0,-0.19311028718948364
LSTM,2014-11-01,-1557.0,-0.26288333535194397
LSTM,2014-12-01,-3128.0,-0.2592574954032898
LSTM,2015-01-01,-3569.0,-0.3142983913421631
LSTM,2015-02-01,-2099.0,-0.2782151401042938
LSTM,2015-03-01,-3306.0,-0.31502726674079895
LSTM,2015-04-01,-2011.0,-0.21038474142551422
LSTM,2015-05-01,-3042.0,-0.13986676931381226
LSTM,2015-06-01,-339.0,-0.01303379237651825
LSTM,2015-07-01,-1739.0,-0.010328173637390137
LSTM,2015-08-01,-2713.0,0.08249081671237946
LSTM,2015-09-01,-2748.0,0.08914700150489807
LSTM,2015-10-01,-2966.0,0.11631909012794495
LSTM,2015-11-01,-2944.0,0.12183721363544464
LSTM,2015-12-01,-1387.0,-0.06722576916217804
LSTM,2016-01-01,-4370.0,-0.05315887928009033
LSTM,2016-02-01,-4576.0,-0.07586304843425751
LSTM,2016-03-01,-3954.0,-0.060418158769607544
LSTM,2016-04-01,-2126.0,-0.08629143983125687
LSTM,2016-05-01,-1138.0,-0.08362382650375366
LSTM,2016-06-01,-1670.0,-0.1021738350391388
LSTM,2016-07-01,-2639.0,-0.08921834081411362
LSTM,2016-08-01,-4370.0,-0.060845501720905304
LSTM,2016-09-01,-3102.0,-0.0460590124130249
LSTM,2016-10-01,-3649.0,-0.041835203766822815
LSTM,2016-11-01,-3387.0,-0.05254831165075302
LSTM,2016-12-01,2706.0,-0.07058987021446228
LSTM,2017-01-01,-9523.0,-0.033533670008182526
LSTM,2017-02-01,-5772.0,-0.07114886492490768
LSTM,2017-03-01,-3084.0,-0.00020174682140350342
LSTM,2017-04-01,-3567.0,-0.07944237440824509
LSTM,2017-05-01,-3104.0,-0.11102581024169922
LSTM,2017-06-01,-2233.0,-0.10579391568899155
LSTM,2017-07-01,-4892.0,-0.09944988787174225
LSTM,2017-08-01,-4666.0,-0.07959505915641785
LSTM,2017-09-01,-3363.0,-0.08351048827171326
LSTM,2017-10-01,-3914.0,-0.09165524691343307
LSTM,2017-11-01,-3381.0,-0.1020784080028534
LSTM,2017-12-01,1366.0,-0.1431216597557068
LSTM,2018-01-01,-6606.0,-0.06812551617622375
LSTM,2018-02-01,-7409.0,-0.08843615651130676
LSTM,2018-03-01,-4166.0,-0.07882864773273468
LSTM,2018-04-01,-4358.0,-0.116775743663311
LSTM,2018-05-01,-6508.0,-0.1369665414094925
LSTM,2018-06-01,-3110.0,-0.13775159418582916
LSTM,2018-07-01,-1288.0,-0.11598099768161774
LSTM,2018-08-01,-6512.0,-0.10464627295732498
LSTM,2018-09-01,-4469.0,-0.11437226086854935
LSTM,2018-10-01,-3852.0,-0.09024808555841446
LSTM,2018-11-01,-2966.0,-0.10999514162540436
LSTM,2018-12-01,277.0,-0.1380869448184967
LSTM,2019-01-01,-5830.0,-0.0514010488986969
LSTM,2019-02-01,-5727.0,-0.02019093930721283
LSTM,2019-03-01,-5232.0,-0.03926151990890503
LSTM,2019-04-01,-4477.0,-0.034521251916885376
LSTM,2019-05-01,-2686.0,-0.050377845764160156
LSTM,2019-06-01,-3487.0,-0.08453457057476044
LSTM,2019-07-01,-2933.0,-0.1059192568063736
LSTM,2019-08-01,-5908.0,-0.10414367914199829
LSTM,2019-09-01,-5201.0,-0.09614615142345428
LSTM,2019-10-01,-2958.0,-0.12438515573740005
LSTM,2019-11-01,-3441.0,-0.18478871881961823
LSTM,2019-12-01,844.0,-0.22323793172836304
LSTM,2020-01-01,-7405.0,-0.23473528027534485
LSTM,2020-02-01,-6367.0,-0.12817005813121796
LSTM,2020-03-01,-2630.0,-0.12446924299001694
LSTM,2020-04-01,-3575.0,-0.17261654138565063
LSTM,2020-05-01,-9085.0,-0.2390718162059784
LSTM,2020-06-01,-8180.0,-0.21552100777626038
LSTM,2020-07-01,-4498.0,-0.2043808549642563
LSTM,2020-08-01,-5971.0,-0.1632469892501831
LSTM,2020-09-01,-6586.0,-0.1148921400308609
LSTM,2020-10-01,-3279.0,-0.15107585489749908
LSTM,2020-11-01,-1837.0,-0.2206348180770874
LSTM,2020-12-01,284.0,-0.3817976713180542
LSTM,2021-01-01,-5385.0,-0.4283013343811035
LSTM,2021-02-01,-4530.0,-0.42344677448272705
LSTM,2021-03-01,-5975.0,-0.5276037454605103
LSTM,2021-04-01,-4588.0,-0.4573231041431427
LSTM,2021-05-01,-5476.0,-0.46405425667762756
LSTM,2021-06-01,-3420.0,-0.4042554199695587
LSTM,2021-07-01,-4715.0,-0.46728891134262085
LSTM,2021-08-01,-6944.0,-0.47006720304489136
LSTM,2021-09-01,-6273.0,-0.5295063853263855
LSTM,2021-10-01,-5273.0,-0.6649777889251709
LSTM,2021-11-01,-7861.0,-0.8527477979660034
LSTM,2021-12-01,-6978.0,-0.9818397164344788
LSTM,2022-01-01,-8065.0,-0.9670915603637695
LSTM,2022-02-01,-8386.0,-1.0560643672943115
LSTM,2022-03-01,-13215.0,-1.0148457288742065
LSTM,2022-04-01,-11968.0,-0.8444350361824036
LSTM,2022-05-01,-13955.0,-0.5856922268867493
LSTM,2022-06-01,-10781.0,-0.3404732942581177
LSTM,2022-07-01,-10791.0,-0.10244825482368469
LSTM,2022-08-01,-13594.0,0.07531657814979553
LSTM,2022-09-01,-13231.0,-0.10502900183200836
LSTM,2022-10-01,-9580.0,-0.09404026716947556
LSTM,2022-11-01,-11053.0,-0.09036847949028015
LSTM,2022-12-01,-10029.0,-0.08643181622028351
