date,fx_vol
2017-06-01,4.987190938248127
2017-07-01,6.271816013166618
2017-08-01,6.984064616386547
2017-09-01,9.149080153561936
2017-10-01,7.12958202522639
2017-11-01,7.272502466407053
2017-12-01,6.789171996344174
2018-01-01,6.932764482970803
2018-02-01,7.565017865943744
2018-03-01,8.287391343210095
2018-04-01,5.7406642448892535
2018-05-01,6.211367924936701
2018-06-01,8.634319243022983
2018-07-01,7.8941076992904895
2018-08-01,8.15006156433873
2018-09-01,6.836524643371466
2018-10-01,6.671147430949845
2018-11-01,7.077011982124753
2018-12-01,6.8980698026132385
2019-01-01,6.155769042832845
2019-02-01,4.756497903109138
2019-03-01,4.604976406288425
2019-04-01,4.695333778555382
2019-05-01,4.978884001812133
2019-06-01,4.373615861952359
2019-07-01,4.893365963018729
2019-08-01,6.042393937269295
2019-09-01,6.333355089355415
2019-10-01,5.092717005963256
2019-11-01,4.176316779819682
2019-12-01,4.119665258434749
2020-01-01,5.185463484139415
2020-02-01,3.8190904748532666
2020-03-01,10.876837471011054
2020-04-01,10.919780340995377
2020-05-01,7.921505443828451
2020-06-01,7.951243082810035
2020-07-01,8.510785910656297
2020-08-01,8.625523231641214
2020-09-01,7.384300421627618
2020-10-01,4.868979259523632
2020-11-01,6.58386521175552
2020-12-01,5.53228294247582
2021-01-01,5.82426999084111
2021-02-01,5.2696906244609005
2021-03-01,6.396050829416582
2021-04-01,4.810082599209265
2021-05-01,5.416370962873985
2021-06-01,6.160484196734675
2021-07-01,4.797322898145153
2021-08-01,3.590970999047295
2021-09-01,4.047389156077726
2021-10-01,4.451957500581919
2021-11-01,5.285558943397894
2021-12-01,6.02649239805671
2022-01-01,5.208129198528108
2022-02-01,8.88301874884591
2022-03-01,9.328807364563039
2022-04-01,7.263772890339318
2022-05-01,8.478138567889415
2022-06-01,9.178866187286713
2022-07-01,10.545508273015614
2022-08-01,8.802483923153664
2022-09-01,10.409151407434798
2022-10-01,12.399762600972483
2022-11-01,15.83789622662805
2022-12-01,10.559657770697294
2023-01-01,8.851043857191463
2023-02-01,8.945693055549008
2023-03-01,9.969127729145745
2023-04-01,8.410895563118954
2023-05-01,5.785783865688056
2023-06-01,6.441415122148169
2023-07-01,7.651621590535143
2023-08-01,6.971792984183678
2023-09-01,5.695678964061209
2023-10-01,6.306533608486987
2023-11-01,7.696547673987582
2023-12-01,6.714061545218517
2024-01-01,6.343530883306261
2024-02-01,6.226674066988773
2024-03-01,4.200517826192678
2024-04-01,6.570915448502652
2024-05-01,4.4661152018548655
2024-06-01,5.935037504938634
2024-07-01,4.577598672675083
2024-08-01,5.868619657513301
2024-09-01,4.831863086182234
2024-10-01,5.17822017760079
2024-11-01,9.067999360036206
2024-12-01,6.982504196462908
2025-01-01,8.523248499877926
2025-02-01,8.958691141446732
2025-03-01,7.929733825235029
2025-04-01,12.402027376283609
2025-05-01,9.408614460255759
2025-06-01,7.954685273987165
2025-07-01,7.196722837937168
2025-08-01,8.350794808826262
2025-09-01,6.229721017144677
2025-10-01,5.059114081772164
2025-11-01,4.608124199427571
2025-12-01,4.772670009105459
2026-01-01,4.903562842860003
2026-02-01,6.435867187219716
2026-03-01,6.615932922099566
