date,value
1999-01-01,0.3333333333333333
1999-04-01,0.39999999999999997
1999-07-01,0.5
1999-10-01,1.0
2000-01-01,1.5666666666666667
2000-04-01,1.5333333333333332
2000-07-01,2.0666666666666664
2000-10-01,2.066666666666667
2001-01-01,1.4333333333333333
2001-04-01,2.1999999999999997
2001-07-01,1.9333333333333336
2001-10-01,1.5333333333333332
2002-01-01,2.266666666666667
2002-04-01,1.7
2002-07-01,1.7333333333333334
2002-10-01,2.066666666666667
2003-01-01,2.3333333333333335
2003-04-01,1.9333333333333333
2003-07-01,2.066666666666667
2003-10-01,2.4
2004-01-01,2.0
2004-04-01,2.6333333333333333
2004-07-01,2.466666666666667
2004-10-01,2.2333333333333334
2005-01-01,1.8666666666666665
2005-04-01,1.8333333333333333
2005-07-01,2.033333333333333
2005-10-01,1.8666666666666665
2006-01-01,1.9666666666666668
2006-04-01,2.1666666666666665
2006-07-01,1.9333333333333336
2006-10-01,1.5
2007-01-01,1.2666666666666666
2007-04-01,1.2666666666666666
2007-07-01,1.3666666666666665
2007-10-01,2.5
2008-01-01,3.3000000000000003
2008-04-01,3.6999999999999997
2008-07-01,3.6333333333333333
2008-10-01,2.033333333333333
2009-01-01,0.7333333333333334
2009-04-01,-0.26666666666666666
2009-07-01,-0.46666666666666673
2009-10-01,0.43333333333333335
2010-01-01,1.4333333333333333
2010-04-01,1.8333333333333333
2010-07-01,1.7666666666666666
2010-10-01,1.8666666666666665
2011-01-01,2.0
2011-04-01,2.2333333333333334
2011-07-01,2.3000000000000003
2011-10-01,2.6333333333333333
2012-01-01,2.566666666666667
2012-04-01,2.3333333333333335
2012-07-01,2.266666666666667
2012-10-01,1.7333333333333334
2013-01-01,1.2333333333333334
2013-04-01,0.9
2013-07-01,1.0666666666666667
2013-10-01,0.7666666666666666
2014-01-01,0.9
2014-04-01,0.7333333333333334
2014-07-01,0.5
2014-10-01,0.3333333333333333
2015-01-01,-0.2333333333333333
2015-04-01,0.2333333333333333
2015-07-01,0.13333333333333333
2015-10-01,0.19999999999999998
2016-01-01,0.033333333333333326
2016-04-01,0.09999999999999999
2016-07-01,0.43333333333333335
2016-10-01,0.6666666666666666
2017-01-01,1.4666666666666668
2017-04-01,1.0333333333333334
2017-07-01,0.9666666666666668
2017-10-01,1.2
2018-01-01,1.5
2018-04-01,2.1333333333333333
2018-07-01,2.566666666666667
2018-10-01,2.1999999999999997
2019-01-01,1.4333333333333333
2019-04-01,1.3333333333333333
2019-07-01,1.2333333333333334
2019-10-01,1.2333333333333334
2020-01-01,1.3666666666666665
2020-04-01,0.3333333333333333
2020-07-01,0.3666666666666667
2020-10-01,0.10000000000000002
2021-01-01,1.0
2021-04-01,1.7666666666666666
2021-07-01,2.1999999999999997
2021-10-01,3.3333333333333335
2022-01-01,4.2
2022-04-01,5.8999999999999995
2022-07-01,6.533333333333334
2022-10-01,6.966666666666666
2023-01-01,7.0
2023-04-01,6.066666666666666
2023-07-01,5.5
2023-10-01,4.166666666666667
2024-01-01,3.0
2024-04-01,2.5
2024-07-01,2.1
2024-10-01,1.7
2025-01-01,1.2
2025-04-01,0.7999999999999999
2025-07-01,0.9333333333333335
2025-10-01,0.7666666666666666
