date,value
1999-01-01,3.090731884057971
1999-04-01,2.6340295815295818
1999-07-01,2.6993939393939392
1999-10-01,3.42979797979798
2000-01-01,3.5423161000000003
2000-04-01,4.263016866666667
2000-07-01,4.737600433333333
2000-10-01,5.024128366666667
2001-01-01,4.745054566666666
2001-04-01,4.590751066666667
2001-07-01,4.267836033333333
2001-10-01,3.4434801
2002-01-01,3.362224233333333
2002-04-01,3.446013733333333
2002-07-01,3.3573506666666666
2002-10-01,3.108817933333333
2003-01-01,2.6830735333333333
2003-04-01,2.3619103
2003-07-01,2.1392634333333334
2003-10-01,2.1496495
2004-01-01,2.0629507666666664
2004-04-01,2.082429633333333
2004-07-01,2.1163030333333332
2004-10-01,2.1636084666666666
2005-01-01,2.1403230333333334
2005-04-01,2.12464
2005-07-01,2.1303477666666666
2005-10-01,2.343446566666667
2006-01-01,2.611546833333333
2006-04-01,2.8894865333333333
2006-07-01,3.2213499333333337
2006-10-01,3.5944640999999997
2007-01-01,3.820324233333333
2007-04-01,4.064796233333333
2007-07-01,4.500496833333333
2007-10-01,4.724768399999999
2008-01-01,4.480003033333333
2008-04-01,4.860468266666667
2008-07-01,4.981790766666667
2008-10-01,4.214668666666667
2009-01-01,2.0116761
2009-04-01,1.3106363666666667
2009-07-01,0.8691745333333333
2009-10-01,0.721912
2010-01-01,0.6621355
2010-04-01,0.6862715666666667
2010-07-01,0.8749394
2010-10-01,1.0204693
2011-01-01,1.0931699333333333
2011-04-01,1.4116307666666668
2011-07-01,1.5620535
2011-10-01,1.4955447
2012-01-01,1.0429891666666666
2012-04-01,0.6960273333333333
2012-07-01,0.35857893333333335
2012-10-01,0.19512889999999997
2013-01-01,0.21143636666666668
2013-04-01,0.20679403333333335
2013-07-01,0.22351216666666665
2013-10-01,0.24090236666666667
2014-01-01,0.2951596
2014-04-01,0.29858333333333337
2014-07-01,0.16456859999999998
2014-10-01,0.08147116666666666
2015-01-01,0.04601616666666667
2015-04-01,-0.006525833333333334
2015-07-01,-0.0278171
2015-10-01,-0.08917603333333333
2016-01-01,-0.18608173333333333
2016-04-01,-0.2580938
2016-07-01,-0.2981258666666667
2016-10-01,-0.31248123333333333
2017-01-01,-0.3278311
2017-04-01,-0.3299478
2017-07-01,-0.3296322
2017-10-01,-0.3288134
2018-01-01,-0.32828643333333335
2018-04-01,-0.32524163333333334
2018-07-01,-0.31952576666666666
2018-10-01,-0.31531800000000004
2019-01-01,-0.3085468333333333
2019-04-01,-0.3170712
2019-07-01,-0.3967076
2019-10-01,-0.40295176666666666
2020-01-01,-0.40554093333333335
2020-04-01,-0.3006666666666667
2020-07-01,-0.4717361
2020-10-01,-0.5226948
2021-01-01,-0.5424456666666667
2021-04-01,-0.5403847666666667
2021-07-01,-0.5458181999999999
2021-10-01,-0.5663765333333334
2022-01-01,-0.5290259
2022-04-01,-0.3576164333333333
2022-07-01,0.48074056666666665
2022-10-01,1.7721234000000001
2023-01-01,2.631926266666667
2023-04-01,3.3623451
2023-07-01,3.7773871333333333
2023-10-01,3.9580558333333333
2024-01-01,3.9238543999999997
2024-04-01,3.8075050333333333
2024-07-01,3.5553771
2024-10-01,2.9993235333333335
2025-01-01,2.5572171000000004
2025-04-01,2.1067523666666665
2025-07-01,2.0115719
2025-10-01,2.0415044666666664
2026-01-01,2.01951365
