date,value
1999-01-01,1.1232802173913
1999-04-01,1.0570016594516334
1999-07-01,1.0485666666666666
1999-10-01,1.0384898989898668
2000-01-01,0.9871541752933001
2000-04-01,0.9340318181818333
2000-07-01,0.9052759834368334
2000-10-01,0.8696204146730667
2001-01-01,0.9231698484848333
2001-04-01,0.8731101010101
2001-07-01,0.8907470816864334
2001-10-01,0.8955155101742
2002-01-01,0.8763737878788
2002-04-01,0.9194276190476334
2002-07-01,0.9835789792333333
2002-10-01,1.0002418668047
2003-01-01,1.0733779148629334
2003-04-01,1.1364073015873333
2003-07-01,1.1244073342117
2003-10-01,1.1893160697032334
2004-01-01,1.2507097550034334
2004-04-01,1.2043652092352
2004-07-01,1.2219878787879
2004-10-01,1.2962879666227667
2005-01-01,1.3111400793651
2005-04-01,1.2598922799423
2005-07-01,1.2195344783236
2005-10-01,1.1885448773448666
2006-01-01,1.2020495454545335
2006-04-01,1.2563570707071
2006-07-01,1.2740799861974
2006-10-01,1.2901748006379332
2007-01-01,1.31049
2007-04-01,1.3482015835042
2007-07-01,1.3744839723320332
2007-10-01,1.4493827681853
2008-01-01,1.4997605453026335
2008-04-01,1.5620087301587333
2008-07-01,1.5038192201518334
2008-10-01,1.3167888509317
2009-01-01,1.3024394949495
2009-04-01,1.3619068181818335
2009-07-01,1.4305777338603332
2009-10-01,1.4781476911977
2010-01-01,1.3842107246376667
2010-04-01,1.2726511111110999
2010-07-01,1.2910393939394
2010-10-01,1.3592964834682668
2011-01-01,1.366926352657
2011-04-01,1.4392944976076334
2011-07-01,1.412583436853
2011-10-01,1.3480369408369335
2012-01-01,1.3109986291486333
2012-04-01,1.2825643882433333
2012-07-01,1.2514703689064668
2012-10-01,1.2973756535607668
2013-01-01,1.3203565151515
2013-04-01,1.3065598484848333
2013-07-01,1.3245845065562667
2013-10-01,1.3610487094548
2014-01-01,1.369708369408367
2014-04-01,1.3712341269841335
2014-07-01,1.3252210929167334
2014-10-01,1.2492090821256001
2015-01-01,1.1269555050505
2015-04-01,1.1047359090909
2015-07-01,1.1118670681975333
2015-10-01,1.0949424242424335
2016-01-01,1.1017423015873
2016-04-01,1.1293063492063333
2016-07-01,1.1164117949683332
2016-10-01,1.0789302308802666
2017-01-01,1.0647251581027668
2017-04-01,1.1003207070707333
2017-07-01,1.1744151138716334
2017-10-01,1.177669138756
2018-01-01,1.2294496825396666
2018-04-01,1.1922270995671
2018-07-01,1.1631127931488667
2018-10-01,1.1411705880313667
2019-01-01,1.1356678427128335
2019-04-01,1.1238746969697
2019-07-01,1.1116174446326668
2019-10-01,1.1072322532780998
2020-01-01,1.1022924242424332
2020-04-01,1.1006113636363668
2020-07-01,1.1694631877784
2020-10-01,1.1927604617604668
2021-01-01,1.2055945652173998
2021-04-01,1.2057365223665333
2021-07-01,1.1787984848484667
2021-10-01,1.1439768084572333
2022-01-01,1.1225110904071667
2022-04-01,1.0654351674641
2022-07-01,1.0070370757262335
2022-10-01,1.020524963925
2023-01-01,1.0729975362319
2023-04-01,1.0891695286195333
2023-07-01,1.088360731539
2023-10-01,1.0757941786283667
2024-01-01,1.0857350216450001
2024-04-01,1.0766329725829669
2024-07-01,1.0987422924901333
2024-10-01,1.0671080227743333
2025-01-01,1.0524345598845668
2025-04-01,1.1336062698412668
2025-07-01,1.1680175136457667
2025-10-01,1.1633116356107667
2026-01-01,1.178109404761905
